word,normalized_word,category
entrepreneurs,entrepreneurs,Common_English
epa,epa,Common_English
esteem,esteem,Common_English
eva,eva,Common_English
explored,explored,Common_English
fe,fe,Common_English
finances,finances,Common_English
finishes,finishes,Common_English
framed,framed,Common_English
fucks,fucks,Common_English
gesture,gesture,Common_English
ghana,ghana,Common_English
gibson,gibson,Common_English
gif,gif,Common_English
gilbert,gilbert,Common_English
gosh,gosh,Common_English
griffin,griffin,Common_English
historian,historian,Common_English
horizontal,horizontal,Common_English
hospitality,hospitality,Common_English
hostage,hostage,Common_English
hottest,hottest,Common_English
individually,individually,Common_English
inevitably,inevitably,Common_English
jeffrey,jeffrey,Common_English
kenneth,kenneth,Common_English
lad,lad,Common_English
lakers,lakers,Common_English
lasts,lasts,Common_English
leagues,leagues,Common_English
leslie,leslie,Common_English
listings,listings,Common_English
literacy,literacy,Common_English
marriages,marriages,Common_English
mcdonalds,mcdonalds,Common_English
migrants,migrants,Common_English
mins,mins,Common_English
misleading,misleading,Common_English
moisture,moisture,Common_English
mortality,mortality,Common_English
ng,ng,Common_English
notices,notices,Common_English
obsession,obsession,Common_English
opt,opt,Common_English
peanut,peanut,Common_English
penn,penn,Common_English
persistent,persistent,Common_English
personalities,personalities,Common_English
petroleum,petroleum,Common_English
pharmaceutical,pharmaceutical,Common_English
progression,progression,Common_English
quinn,quinn,Common_English
ra,ra,Common_English
rack,rack,Common_English
rebuild,rebuild,Common_English
recordings,recordings,Common_English
rejection,rejection,Common_English
relaxing,relaxing,Common_English
reservoir,reservoir,Common_English
respects,respects,Common_English
riley,riley,Common_English
scrap,scrap,Common_English
sebastian,sebastian,Common_English
sensation,sensation,Common_English
shaft,shaft,Common_English
shepherd,shepherd,Common_English
shuttle,shuttle,Common_English
slope,slope,Common_English
snack,snack,Common_English
sounding,sounding,Common_English
specialists,specialists,Common_English
stabbed,stabbed,Common_English
stern,stern,Common_English
stiff,stiff,Common_English
striker,striker,Common_English
sudan,sudan,Common_English
sued,sued,Common_English
sums,sums,Common_English
sworn,sworn,Common_English
tel,tel,Common_English
terrific,terrific,Common_English
titans,titans,Common_English
tomatoes,tomatoes,Common_English
tory,tory,Common_English
trafficking,trafficking,Common_English
transparency,transparency,Common_English
trinity,trinity,Common_English
unemployed,unemployed,Common_English
unite,unite,Common_English
unlock,unlock,Common_English
vault,vault,Common_English
vet,vet,Common_English
vince,vince,Common_English
walt,walt,Common_English
withdrawn,withdrawn,Common_English
accessed,accessed,Common_English
adverse,adverse,Common_English
aiming,aiming,Common_English
allah,allah,Common_English
alumni,alumni,Common_English
ana,ana,Common_English
awhile,awhile,Common_English
aye,aye,Common_English
bastard,bastard,Common_English
behaviors,behaviors,Common_English
bikes,bikes,Common_English
biography,biography,Common_English
br,br,Common_English
broker,broker,Common_English
bury,bury,Common_English
cellular,cellular,Common_English
cocktail,cocktail,Common_English
cod,cod,Common_English
conditioning,conditioning,Common_English
consuming,consuming,Common_English
contracted,contracted,Common_English
costumes,costumes,Common_English
counseling,counseling,Common_English
crews,crews,Common_English
cubs,cubs,Common_English
cuz,cuz,Common_English
dangers,dangers,Common_English
designing,designing,Common_English
destructive,destructive,Common_English
develops,develops,Common_English
dislike,dislike,Common_English
doubled,doubled,Common_English
doubles,doubles,Common_English
economies,economies,Common_English
embedded,embedded,Common_English
emerge,emerge,Common_English
excluded,excluded,Common_English
expects,expects,Common_English
farewell,farewell,Common_English
feeds,feeds,Common_English
fist,fist,Common_English
fond,fond,Common_English
foolish,foolish,Common_English
fry,fry,Common_English
garcia,garcia,Common_English
gifted,gifted,Common_English
hacking,hacking,Common_English
hawks,hawks,Common_English
heir,heir,Common_English
highlighted,highlighted,Common_English
holocaust,holocaust,Common_English
homer,homer,Common_English
hon,hon,Common_English
hopkins,hopkins,Common_English
imprisonment,imprisonment,Common_English
indonesian,indonesian,Common_English
irs,irs,Common_English
jenny,jenny,Common_English
ji,ji,Common_English
lacks,lacks,Common_English
landlord,landlord,Common_English
landmark,landmark,Common_English
lanka,lanka,Common_English
launches,launches,Common_English
leaning,leaning,Common_English
liable,liable,Common_English
lifes,lifes,Common_English
memphis,memphis,Common_English
midst,midst,Common_English
misery,misery,Common_English
module,module,Common_English
mommy,mommy,Common_English
monroe,monroe,Common_English
mosque,mosque,Common_English
museums,museums,Common_English
mvp,mvp,Common_English
nursery,nursery,Common_English
obamacare,obamacare,Common_English
perspectives,perspectives,Common_English
peru,peru,Common_English
phrases,phrases,Common_English
plague,plague,Common_English
plains,plains,Common_English
positively,positively,Common_English
powell,powell,Common_English
prevents,prevents,Common_English
profiles,profiles,Common_English
pursued,pursued,Common_English
raids,raids,Common_English
recruit,recruit,Common_English
resting,resting,Common_English
rex,rex,Common_English
rogue,rogue,Common_English
roosevelt,roosevelt,Common_English
salaries,salaries,Common_English
sd,sd,Common_English
seated,seated,Common_English
sharply,sharply,Common_English
showers,showers,Common_English
sincerely,sincerely,Common_English
sings,sings,Common_English
solidarity,solidarity,Common_English
specialty,specialty,Common_English
supernatural,supernatural,Common_English
surprises,surprises,Common_English
td,td,Common_English
tens,tens,Common_English
thirteen,thirteen,Common_English
tomb,tomb,Common_English
touring,touring,Common_English
traces,traces,Common_English
trademark,trademark,Common_English
trim,trim,Common_English
utilities,utilities,Common_English
voyage,voyage,Common_English
weaker,weaker,Common_English
willie,willie,Common_English
yields,yields,Common_English
abbey,abbey,Common_English
accepts,accepts,Common_English
adjustment,adjustment,Common_English
andrea,andrea,Common_English
assignments,assignments,Common_English
attachment,attachment,Common_English
baron,baron,Common_English
beatles,beatles,Common_English
belfast,belfast,Common_English
blah,blah,Common_English
blaming,blaming,Common_English
bomber,bomber,Common_English
bt,bt,Common_English
bunny,bunny,Common_English
carved,carved,Common_English
choir,choir,Common_English
clutch,clutch,Common_English
coconut,coconut,Common_English
committing,committing,Common_English
comprising,comprising,Common_English
confession,confession,Common_English
consume,consume,Common_English
credibility,credibility,Common_English
credited,credited,Common_English
critically,critically,Common_English
dem,dem,Common_English
distracted,distracted,Common_English
dm,dm,Common_English
dolphins,dolphins,Common_English
estates,estates,Common_English
ferguson,ferguson,Common_English
ferrari,ferrari,Common_English
filters,filters,Common_English
fools,fools,Common_English
fourteen,fourteen,Common_English
fu,fu,Common_English
geometry,geometry,Common_English
gf,gf,Common_English
ghosts,ghosts,Common_English
gossip,gossip,Common_English
gp,gp,Common_English
grandparents,grandparents,Common_English
haul,haul,Common_English
header,header,Common_English
highways,highways,Common_English
holly,holly,Common_English
immense,immense,Common_English
imports,imports,Common_English
incentives,incentives,Common_English
interfere,interfere,Common_English
intersection,intersection,Common_English
investigators,investigators,Common_English
juvenile,juvenile,Common_English
karma,karma,Common_English
ki,ki,Common_English
knocking,knocking,Common_English
kurt,kurt,Common_English
leaks,leaks,Common_English
leverage,leverage,Common_English
lil,lil,Common_English
lining,lining,Common_English
luther,luther,Common_English
manila,manila,Common_English
mankind,mankind,Common_English
mapping,mapping,Common_English
masks,masks,Common_English
med,med,Common_English
metric,metric,Common_English
militia,militia,Common_English
naming,naming,Common_English
ncaa,ncaa,Common_English
nike,nike,Common_English
node,node,Common_English
obstacles,obstacles,Common_English
opener,opener,Common_English
overwhelmed,overwhelmed,Common_English
performers,performers,Common_English
pg,pg,Common_English
pl,pl,Common_English
pointless,pointless,Common_English
poles,poles,Common_English
preferences,preferences,Common_English
prompted,prompted,Common_English
proximity,proximity,Common_English
qualification,qualification,Common_English
qualifications,qualifications,Common_English
ranger,ranger,Common_English
rendered,rendered,Common_English
rented,rented,Common_English
reversed,reversed,Common_English
robbed,robbed,Common_English
scenarios,scenarios,Common_English
selective,selective,Common_English
seniors,seniors,Common_English
sf,sf,Common_English
shiny,shiny,Common_English
socialism,socialism,Common_English
sour,sour,Common_English
stressful,stressful,Common_English
stretched,stretched,Common_English
sucking,sucking,Common_English
teddy,teddy,Common_English
tenants,tenants,Common_English
thief,thief,Common_English
transported,transported,Common_English
tribunal,tribunal,Common_English
undoubtedly,undoubtedly,Common_English
uniforms,uniforms,Common_English
verify,verify,Common_English
villain,villain,Common_English
whistle,whistle,Common_English
wifes,wifes,Common_English
workshops,workshops,Common_English
yale,yale,Common_English
yearly,yearly,Common_English
yemen,yemen,Common_English
abusive,abusive,Common_English
alley,alley,Common_English
announcing,announcing,Common_English
appetite,appetite,Common_English
backyard,backyard,Common_English
beth,beth,Common_English
beverly,beverly,Common_English
bids,bids,Common_English
billboard,billboard,Common_English
blades,blades,Common_English
boris,boris,Common_English
bully,bully,Common_English
burke,burke,Common_English
cables,cables,Common_English
calculate,calculate,Common_English
calculations,calculations,Common_English
chicks,chicks,Common_English
conceived,conceived,Common_English
consult,consult,Common_English
crashes,crashes,Common_English
crowds,crowds,Common_English
cunt,cunt,Common_English
damned,damned,Common_English
dissolved,dissolved,Common_English
distinguish,distinguish,Common_English
dominate,dominate,Common_English
dynasty,dynasty,Common_English
economist,economist,Common_English
endorsed,endorsed,Common_English
europeans,europeans,Common_English
examining,examining,Common_English
extensively,extensively,Common_English
fda,fda,Common_English
festivals,festivals,Common_English
forehead,forehead,Common_English
foreigners,foreigners,Common_English
forgiveness,forgiveness,Common_English
gem,gem,Common_English
glen,glen,Common_English
graves,graves,Common_English
gregory,gregory,Common_English
haunted,haunted,Common_English
hayes,hayes,Common_English
heather,heather,Common_English
illegally,illegally,Common_English
illustrations,illustrations,Common_English
inclined,inclined,Common_English
informal,informal,Common_English
jew,jew,Common_English
learnt,learnt,Common_English
lending,lending,Common_English
marker,marker,Common_English
marshal,marshal,Common_English
maturity,maturity,Common_English
maya,maya,Common_English
messy,messy,Common_English
mia,mia,Common_English
minneapolis,minneapolis,Common_English
molly,molly,Common_English
morrison,morrison,Common_English
mtv,mtv,Common_English
muhammad,muhammad,Common_English
neighboring,neighboring,Common_English
neighbours,neighbours,Common_English
ninja,ninja,Common_English
optimistic,optimistic,Common_English
outlined,outlined,Common_English
parenting,parenting,Common_English
peaks,peaks,Common_English
pharmacy,pharmacy,Common_English
pools,pools,Common_English
preparations,preparations,Common_English
problematic,problematic,Common_English
proceeded,proceeded,Common_English
promotional,promotional,Common_English
pros,pros,Common_English
prospective,prospective,Common_English
psychiatric,psychiatric,Common_English
regulate,regulate,Common_English
renaissance,renaissance,Common_English
repeal,repeal,Common_English
reuters,reuters,Common_English
riots,riots,Common_English
roast,roast,Common_English
robertson,robertson,Common_English
rubbish,rubbish,Common_English
saga,saga,Common_English
salon,salon,Common_English
seventeen,seventeen,Common_English
shields,shields,Common_English
sliding,sliding,Common_English
sodium,sodium,Common_English
surplus,surplus,Common_English
swallow,swallow,Common_English
systematic,systematic,Common_English
theaters,theaters,Common_English
transmitted,transmitted,Common_English
tuned,tuned,Common_English
unacceptable,unacceptable,Common_English
unaware,unaware,Common_English
uncommon,uncommon,Common_English
underway,underway,Common_English
unified,unified,Common_English
unstable,unstable,Common_English
upstairs,upstairs,Common_English
vague,vague,Common_English
wee,wee,Common_English
woo,woo,Common_English
xd,xd,Common_English
zip,zip,Common_English
abs,abs,Common_English
abundance,abundance,Common_English
advancing,advancing,Common_English
ahh,ahh,Common_English
alberta,alberta,Common_English
antique,antique,Common_English
autonomy,autonomy,Common_English
baptist,baptist,Common_English
behavioral,behavioral,Common_English
biden,biden,Common_English
booking,booking,Common_English
brett,brett,Common_English
browns,browns,Common_English
canadians,canadians,Common_English
commodity,commodity,Common_English
congressman,congressman,Common_English
containers,containers,Common_English
cooperative,cooperative,Common_English
correlation,correlation,Common_English
correspondent,correspondent,Common_English
coupon,coupon,Common_English
covid,covid,Common_English
crosses,crosses,Common_English
curves,curves,Common_English
defines,defines,Common_English
delivers,delivers,Common_English
demonstrates,demonstrates,Common_English
dodgers,dodgers,Common_English
dough,dough,Common_English
dug,dug,Common_English
endangered,endangered,Common_English
exhibited,exhibited,Common_English
fade,fade,Common_English
fatigue,fatigue,Common_English
fellowship,fellowship,Common_English
fictional,fictional,Common_English
fragile,fragile,Common_English
fringe,fringe,Common_English
fulfill,fulfill,Common_English
gaps,gaps,Common_English
greens,greens,Common_English
handbook,handbook,Common_English
hardy,hardy,Common_English
honors,honors,Common_English
indias,indias,Common_English
insights,insights,Common_English
instinct,instinct,Common_English
inviting,inviting,Common_English
irony,irony,Common_English
ivan,ivan,Common_English
joyce,joyce,Common_English
judgement,judgement,Common_English
judiciary,judiciary,Common_English
jumps,jumps,Common_English
lads,lads,Common_English
legion,legion,Common_English
lethal,lethal,Common_English
lime,lime,Common_English
lively,lively,Common_English
logistics,logistics,Common_English
lowered,lowered,Common_English
lynn,lynn,Common_English
maid,maid,Common_English
manning,manning,Common_English
manuel,manuel,Common_English
mickey,mickey,Common_English
midfielder,midfielder,Common_English
mindset,mindset,Common_English
mistress,mistress,Common_English
moms,moms,Common_English
mon,mon,Common_English
monkeys,monkeys,Common_English
mortal,mortal,Common_English
mounting,mounting,Common_English
nonprofit,nonprofit,Common_English
nsa,nsa,Common_English
oils,oils,Common_English
operative,operative,Common_English
outs,outs,Common_English
owed,owed,Common_English
panama,panama,Common_English
patches,patches,Common_English
pickup,pickup,Common_English
portraits,portraits,Common_English
pouring,pouring,Common_English
prestigious,prestigious,Common_English
prompt,prompt,Common_English
quantities,quantities,Common_English
radius,radius,Common_English
rig,rig,Common_English
risen,risen,Common_English
rows,rows,Common_English
sacramento,sacramento,Common_English
scroll,scroll,Common_English
searches,searches,Common_English
sh,sh,Common_English
smiled,smiled,Common_English
snacks,snacks,Common_English
snakes,snakes,Common_English
sovereignty,sovereignty,Common_English
strips,strips,Common_English
stunt,stunt,Common_English
subjected,subjected,Common_English
sucked,sucked,Common_English
sunlight,sunlight,Common_English
surf,surf,Common_English
symbolic,symbolic,Common_English
sync,sync,Common_English
taxpayer,taxpayer,Common_English
tempted,tempted,Common_English
thrust,thrust,Common_English
trevor,trevor,Common_English
trilogy,trilogy,Common_English
url,url,Common_English
weights,weights,Common_English
wheelchair,wheelchair,Common_English
whore,whore,Common_English
wiped,wiped,Common_English
yahoo,yahoo,Common_English
yourselves,yourselves,Common_English
accompanying,accompanying,Common_English
accusations,accusations,Common_English
acids,acids,Common_English
administrators,administrators,Common_English
aired,aired,Common_English
allowance,allowance,Common_English
andre,andre,Common_English
apologies,apologies,Common_English
arbitrary,arbitrary,Common_English
atm,atm,Common_English
autonomous,autonomous,Common_English
averaged,averaged,Common_English
bait,bait,Common_English
bark,bark,Common_English
bets,bets,Common_English
blogger,blogger,Common_English
bra,bra,Common_English
brighton,brighton,Common_English
brotherhood,brotherhood,Common_English
buddhist,buddhist,Common_English
builder,builder,Common_English
cakes,cakes,Common_English
celebrations,celebrations,Common_English
censorship,censorship,Common_English
cf,cf,Common_English
cl,cl,Common_English
clarify,clarify,Common_English
climbed,climbed,Common_English
comp,comp,Common_English
compilation,compilation,Common_English
composer,composer,Common_English
comprises,comprises,Common_English
constitute,constitute,Common_English
correspondence,correspondence,Common_English
cowboy,cowboy,Common_English
defendants,defendants,Common_English
desirable,desirable,Common_English
devastating,devastating,Common_English
diagram,diagram,Common_English
dismiss,dismiss,Common_English
editions,editions,Common_English
erected,erected,Common_English
explorer,explorer,Common_English
farther,farther,Common_English
favorable,favorable,Common_English
feminism,feminism,Common_English
flaws,flaws,Common_English
forums,forums,Common_English
freed,freed,Common_English
galleries,galleries,Common_English
gasoline,gasoline,Common_English
genesis,genesis,Common_English
geographical,geographical,Common_English
governed,governed,Common_English
governmental,governmental,Common_English
grandson,grandson,Common_English
halls,halls,Common_English
handles,handles,Common_English
heavier,heavier,Common_English
herbert,herbert,Common_English
hints,hints,Common_English
husbands,husbands,Common_English
incomplete,incomplete,Common_English
incorporate,incorporate,Common_English
interrupted,interrupted,Common_English
ivory,ivory,Common_English
kerry,kerry,Common_English
kirk,kirk,Common_English
lang,lang,Common_English
lengthy,lengthy,Common_English
levy,levy,Common_English
lp,lp,Common_English
manipulation,manipulation,Common_English
merchants,merchants,Common_English
misses,misses,Common_English
mlb,mlb,Common_English
mock,mock,Common_English
niche,niche,Common_English
nina,nina,Common_English
obrien,obrien,Common_English
obscure,obscure,Common_English
ot,ot,Common_English
para,para,Common_English
peterson,peterson,Common_English
popped,popped,Common_English
porch,porch,Common_English
portrayed,portrayed,Common_English
possessed,possessed,Common_English
princeton,princeton,Common_English
proposition,proposition,Common_English
railways,railways,Common_English
readings,readings,Common_English
recession,recession,Common_English
richards,richards,Common_English
rim,rim,Common_English
seals,seals,Common_English
secondly,secondly,Common_English
sequences,sequences,Common_English
settling,settling,Common_English
sherman,sherman,Common_English
spinal,spinal,Common_English
spiral,spiral,Common_English
spit,spit,Common_English
splash,splash,Common_English
successive,successive,Common_English
superhero,superhero,Common_English
taxpayers,taxpayers,Common_English
therapeutic,therapeutic,Common_English
threads,threads,Common_English
ti,ti,Common_English
timely,timely,Common_English
tub,tub,Common_English
ufc,ufc,Common_English
undergraduate,undergraduate,Common_English
undertaken,undertaken,Common_English
uranium,uranium,Common_English
utter,utter,Common_English
vietnamese,vietnamese,Common_English
walsh,walsh,Common_English
wires,wires,Common_English
yell,yell,Common_English
advertisement,advertisement,Common_English
analysts,analysts,Common_English
analyze,analyze,Common_English
atmospheric,atmospheric,Common_English
bangkok,bangkok,Common_English
batting,batting,Common_English
bb,bb,Common_English
bitches,bitches,Common_English
bracket,bracket,Common_English
branded,branded,Common_English
bryant,bryant,Common_English
cairo,cairo,Common_English
cardiac,cardiac,Common_English
catholics,catholics,Common_English
commanding,commanding,Common_English
confirms,confirms,Common_English
confronted,confronted,Common_English
crashing,crashing,Common_English
crawford,crawford,Common_English
creep,creep,Common_English
daylight,daylight,Common_English
dee,dee,Common_English
dems,dems,Common_English
devon,devon,Common_English
disclose,disclose,Common_English
doe,doe,Common_English
donna,donna,Common_English
elbow,elbow,Common_English
encourages,encourages,Common_English
enthusiastic,enthusiastic,Common_English
establishments,establishments,Common_English
exile,exile,Common_English
exploitation,exploitation,Common_English
felix,felix,Common_English
futures,futures,Common_English
gel,gel,Common_English
goose,goose,Common_English
grill,grill,Common_English
grounded,grounded,Common_English
hating,hating,Common_English
heel,heel,Common_English
heroic,heroic,Common_English
hut,hut,Common_English
inmates,inmates,Common_English
instructed,instructed,Common_English
ira,ira,Common_English
jenkins,jenkins,Common_English
johns,johns,Common_English
knives,knives,Common_English
louisville,louisville,Common_English
malaysian,malaysian,Common_English
margins,margins,Common_English
marina,marina,Common_English
mat,mat,Common_English
melissa,melissa,Common_English
milton,milton,Common_English
miranda,miranda,Common_English
ml,ml,Common_English
monopoly,monopoly,Common_English
nash,nash,Common_English
nationally,nationally,Common_English
nobel,nobel,Common_English
norfolk,norfolk,Common_English
outrage,outrage,Common_English
owning,owning,Common_English
pains,pains,Common_English
paperwork,paperwork,Common_English
pdf,pdf,Common_English
pitched,pitched,Common_English
poets,poets,Common_English
poisoning,poisoning,Common_English
promptly,promptly,Common_English
que,que,Common_English
rains,rains,Common_English
recovering,recovering,Common_English
renewal,renewal,Common_English
repeating,repeating,Common_English
rifles,rifles,Common_English
robbie,robbie,Common_English
screams,screams,Common_English
sellers,sellers,Common_English
sights,sights,Common_English
sincere,sincere,Common_English
slaughter,slaughter,Common_English
smashed,smashed,Common_English
sox,sox,Common_English
sperm,sperm,Common_English
spill,spill,Common_English
steadily,steadily,Common_English
stripped,stripped,Common_English
supplier,supplier,Common_English
switches,switches,Common_English
synthesis,synthesis,Common_English
tasty,tasty,Common_English
tattoos,tattoos,Common_English
teammate,teammate,Common_English
testify,testify,Common_English
tolerate,tolerate,Common_English
tournaments,tournaments,Common_English
travelers,travelers,Common_English
treason,treason,Common_English
trustees,trustees,Common_English
typing,typing,Common_English
urine,urine,Common_English
vanilla,vanilla,Common_English
vermont,vermont,Common_English
vic,vic,Common_English
vii,vii,Common_English
violet,violet,Common_English
weighing,weighing,Common_English
wendy,wendy,Common_English
activation,activation,Common_English
afghan,afghan,Common_English
afterward,afterward,Common_English
agreeing,agreeing,Common_English
ahmed,ahmed,Common_English
allocated,allocated,Common_English
appealed,appealed,Common_English
bald,bald,Common_English
barrels,barrels,Common_English
boil,boil,Common_English
borough,borough,Common_English
boyd,boyd,Common_English
bp,bp,Common_English
breakthrough,breakthrough,Common_English
calif,calif,Common_English
ce,ce,Common_English
charities,charities,Common_English
cheering,cheering,Common_English
chooses,chooses,Common_English
churchill,churchill,Common_English
combinations,combinations,Common_English
commenting,commenting,Common_English
competitions,competitions,Common_English
cone,cone,Common_English
connects,connects,Common_English
convey,convey,Common_English
critique,critique,Common_English
crushing,crushing,Common_English
curved,curved,Common_English
cyrus,cyrus,Common_English
decay,decay,Common_English
declining,declining,Common_English
depressing,depressing,Common_English
dessert,dessert,Common_English
destinations,destinations,Common_English
diagnostic,diagnostic,Common_English
diane,diane,Common_English
differential,differential,Common_English
discourse,discourse,Common_English
distances,distances,Common_English
dominance,dominance,Common_English
donors,donors,Common_English
downloaded,downloaded,Common_English
earths,earths,Common_English
economically,economically,Common_English
entertain,entertain,Common_English
evaluated,evaluated,Common_English
exploit,exploit,Common_English
fireworks,fireworks,Common_English
flown,flown,Common_English
floyd,floyd,Common_English
founders,founders,Common_English
freeman,freeman,Common_English
gandhi,gandhi,Common_English
ge,ge,Common_English
guarantees,guarantees,Common_English
humour,humour,Common_English
imagery,imagery,Common_English
imply,imply,Common_English
indicators,indicators,Common_English
inherent,inherent,Common_English
inland,inland,Common_English
inning,inning,Common_English
innocence,innocence,Common_English
investigator,investigator,Common_English
isle,isle,Common_English
justification,justification,Common_English
ka,ka,Common_English
katherine,katherine,Common_English
lego,lego,Common_English
licenses,licenses,Common_English
livestock,livestock,Common_English
liz,liz,Common_English
llc,llc,Common_English
mafia,mafia,Common_English
manners,manners,Common_English
merry,merry,Common_English
mick,mick,Common_English
missionary,missionary,Common_English
nationalism,nationalism,Common_English
naughty,naughty,Common_English
nepal,nepal,Common_English
newman,newman,Common_English
notified,notified,Common_English
notorious,notorious,Common_English
obey,obey,Common_English
olivia,olivia,Common_English
organizational,organizational,Common_English
outfits,outfits,Common_English
outright,outright,Common_English
overly,overly,Common_English
oversight,oversight,Common_English
panthers,panthers,Common_English
persian,persian,Common_English
phases,phases,Common_English
photographers,photographers,Common_English
polling,polling,Common_English
popping,popping,Common_English
prisons,prisons,Common_English
prototype,prototype,Common_English
pumpkin,pumpkin,Common_English
pumps,pumps,Common_English
punched,punched,Common_English
ramp,ramp,Common_English
rand,rand,Common_English
reactor,reactor,Common_English
refined,refined,Common_English
refreshing,refreshing,Common_English
refusal,refusal,Common_English
reinforced,reinforced,Common_English
remedies,remedies,Common_English
reset,reset,Common_English
sage,sage,Common_English
shave,shave,Common_English
sickness,sickness,Common_English
simpler,simpler,Common_English
sinking,sinking,Common_English
slots,slots,Common_English
sorted,sorted,Common_English
sq,sq,Common_English
staged,staged,Common_English
startup,startup,Common_English
statute,statute,Common_English
stems,stems,Common_English
straightforward,straightforward,Common_English
strengths,strengths,Common_English
suffers,suffers,Common_English
superstar,superstar,Common_English
telecommunications,telecommunications,Common_English
thieves,thieves,Common_English
thoughtful,thoughtful,Common_English
thru,thru,Common_English
tissues,tissues,Common_English
toddler,toddler,Common_English
utilized,utilized,Common_English
vicious,vicious,Common_English
victories,victories,Common_English
vikings,vikings,Common_English
vodka,vodka,Common_English
vr,vr,Common_English
wholly,wholly,Common_English
zoom,zoom,Common_English
accidental,accidental,Common_English
accounted,accounted,Common_English
addicted,addicted,Common_English
adjustments,adjustments,Common_English
apollo,apollo,Common_English
archbishop,archbishop,Common_English
assassination,assassination,Common_English
athletics,athletics,Common_English
basics,basics,Common_English
bats,bats,Common_English
belgian,belgian,Common_English
bibliography,bibliography,Common_English
bot,bot,Common_English
broadly,broadly,Common_English
calcium,calcium,Common_English
calvin,calvin,Common_English
candles,candles,Common_English
capita,capita,Common_English
certainty,certainty,Common_English
cheeks,cheeks,Common_English
chickens,chickens,Common_English
christina,christina,Common_English
citation,citation,Common_English
clues,clues,Common_English
collectively,collectively,Common_English
commercials,commercials,Common_English
commissions,commissions,Common_English
compression,compression,Common_English
comprised,comprised,Common_English
confess,confess,Common_English
confined,confined,Common_English
congregation,congregation,Common_English
consolidated,consolidated,Common_English
coordinate,coordinate,Common_English
coordinates,coordinates,Common_English
cube,cube,Common_English
dana,dana,Common_English
declaring,declaring,Common_English
decoration,decoration,Common_English
decree,decree,Common_English
definitions,definitions,Common_English
deliberate,deliberate,Common_English
discovering,discovering,Common_English
dividend,dividend,Common_English
dragging,dragging,Common_English
drift,drift,Common_English
dye,dye,Common_English
eden,eden,Common_English
educators,educators,Common_English
electron,electron,Common_English
endure,endure,Common_English
evolutionary,evolutionary,Common_English
exhibits,exhibits,Common_English
extensions,extensions,Common_English
fellows,fellows,Common_English
fragments,fragments,Common_English
fraser,fraser,Common_English
fuels,fuels,Common_English
geological,geological,Common_English
globally,globally,Common_English
grams,grams,Common_English
guru,guru,Common_English
hacked,hacked,Common_English
hans,hans,Common_English
hatch,hatch,Common_English
hindi,hindi,Common_English
historians,historians,Common_English
hm,hm,Common_English
inadequate,inadequate,Common_English
indianapolis,indianapolis,Common_English
intentionally,intentionally,Common_English
joints,joints,Common_English
kilometers,kilometers,Common_English
labs,labs,Common_English
lace,lace,Common_English
libya,libya,Common_English
losers,losers,Common_English
louder,louder,Common_English
maiden,maiden,Common_English
marching,marching,Common_English
marketplace,marketplace,Common_English
membrane,membrane,Common_English
messing,messing,Common_English
metallic,metallic,Common_English
methodology,methodology,Common_English
modifications,modifications,Common_English
monitors,monitors,Common_English
murderer,murderer,Common_English
nap,nap,Common_English
nickel,nickel,Common_English
niece,niece,Common_English
nm,nm,Common_English
nominations,nominations,Common_English
numbered,numbered,Common_English
offerings,offerings,Common_English
overlooked,overlooked,Common_English
pardon,pardon,Common_English
partnerships,partnerships,Common_English
persuade,persuade,Common_English
pier,pier,Common_English
poured,poured,Common_English
practiced,practiced,Common_English
predecessor,predecessor,Common_English
premise,premise,Common_English
quiz,quiz,Common_English
rainfall,rainfall,Common_English
recipients,recipients,Common_English
reckless,reckless,Common_English
redemption,redemption,Common_English
relates,relates,Common_English
relied,relied,Common_English
remedy,remedy,Common_English
replay,replay,Common_English
revision,revision,Common_English
rooted,rooted,Common_English
scent,scent,Common_English
slate,slate,Common_English
spells,spells,Common_English
stimulus,stimulus,Common_English
strengthening,strengthening,Common_English
structured,structured,Common_English
sunrise,sunrise,Common_English
surge,surge,Common_English
tagged,tagged,Common_English
tags,tags,Common_English
tapes,tapes,Common_English
tee,tee,Common_English
testified,testified,Common_English
timothy,timothy,Common_English
token,token,Common_English
tracy,tracy,Common_English
tunes,tunes,Common_English
tunnels,tunnels,Common_English
twilight,twilight,Common_English
unprecedented,unprecedented,Common_English
vagina,vagina,Common_English
verses,verses,Common_English
vocabulary,vocabulary,Common_English
wellington,wellington,Common_English
whoa,whoa,Common_English
willingness,willingness,Common_English
woody,woody,Common_English
worthless,worthless,Common_English
aberdeen,aberdeen,Common_English
absorb,absorb,Common_English
accompany,accompany,Common_English
accord,accord,Common_English
advancement,advancement,Common_English
albany,albany,Common_English
algorithms,algorithms,Common_English
alt,alt,Common_English
alternatively,alternatively,Common_English
anglo,anglo,Common_English
archer,archer,Common_English
asap,asap,Common_English
assurance,assurance,Common_English
barber,barber,Common_English
bash,bash,Common_English
battalion,battalion,Common_English
bidding,bidding,Common_English
boycott,boycott,Common_English
bricks,bricks,Common_English
bruno,bruno,Common_English
buddies,buddies,Common_English
bulgarian,bulgarian,Common_English
ceased,ceased,Common_English
chester,chester,Common_English
coding,coding,Common_English
competitor,competitor,Common_English
creators,creators,Common_English
cuisine,cuisine,Common_English
detained,detained,Common_English
dioxide,dioxide,Common_English
dolls,dolls,Common_English
doom,doom,Common_English
dubbed,dubbed,Common_English
